km_driven,days_since_last_service,vehicle_type,service_type,next_service_due_days
22387,102,bike,wash,27
25422,87,car,wash,72
15993,98,car,wash,69
13873,61,car,wash,63
23990,106,bike,repair,13
14419,82,bike,full_service,62
15457,55,bike,repair,52
3064,21,car,repair,67
6315,67,car,repair,13
11566,9,car,wash,48
1317,65,car,wash,50
18886,7,car,full_service,19
7130,122,car,wash,57
8419,37,car,full_service,52
3042,122,car,full_service,76
5598,61,car,wash,46
11214,137,car,full_service,21
1118,44,car,repair,39
1709,64,bike,repair,35
16857,66,car,repair,8
20941,136,car,full_service,52
29716,132,bike,full_service,18
13601,105,car,repair,29
4250,137,bike,wash,50
9061,139,bike,repair,52
9609,81,car,wash,44
3603,57,car,wash,54
13046,148,bike,full_service,11
18485,148,car,full_service,64
21805,130,car,wash,39
8857,68,car,wash,67
12620,88,bike,wash,24
9177,63,bike,full_service,20
23466,71,car,repair,26
24042,16,car,wash,40
19645,72,bike,full_service,23
25405,69,bike,repair,6
29745,112,car,full_service,72
12826,20,car,repair,11
14890,134,car,full_service,51
17892,6,bike,repair,53
19763,110,bike,wash,82
28740,26,car,full_service,47
26263,7,bike,repair,36
22136,27,car,repair,21
14830,46,car,repair,18
10484,85,car,wash,85
6495,9,car,full_service,36
29481,113,car,repair,64
12267,32,bike,wash,64
20593,134,bike,wash,56
8398,130,car,wash,70
7743,13,bike,wash,8
23032,45,car,wash,67
6171,60,bike,wash,37
17005,12,bike,wash,5
25274,15,bike,full_service,68
17708,132,bike,full_service,41
27569,37,car,wash,82
29552,37,bike,repair,74
14004,102,bike,repair,11
11962,55,bike,repair,28
29948,62,bike,wash,72
11775,119,bike,repair,59
4557,47,bike,full_service,7
4587,104,bike,full_service,27
17535,58,bike,full_service,40
1954,76,car,full_service,61
14794,126,car,wash,52
21738,54,car,full_service,17
27947,54,bike,repair,65
24544,128,car,repair,28
26767,135,car,full_service,47
1687,126,car,full_service,37
9501,131,bike,full_service,82
16138,84,car,repair,28
10694,114,car,repair,26
4127,57,car,full_service,56
24147,36,car,repair,10
13760,48,car,repair,23
12559,66,car,wash,80
15796,18,car,full_service,33
4395,128,bike,full_service,68
26389,28,car,wash,18
1845,86,car,wash,85
2164,32,bike,repair,34
13954,118,bike,wash,75
6904,132,bike,full_service,25
14731,70,bike,full_service,69
27343,133,bike,full_service,8
22744,21,car,repair,50
1354,76,car,repair,12
19256,3,car,full_service,22
19408,71,bike,full_service,64
3817,127,car,repair,49
4832,44,car,repair,76
13467,135,bike,wash,35
9257,92,bike,repair,32
14107,4,car,repair,68
13458,103,bike,full_service,41
29666,80,car,full_service,71
11713,86,bike,full_service,83
3581,136,car,wash,72
10582,129,car,repair,39
26706,62,car,wash,40
19870,50,bike,repair,61
26410,115,bike,repair,74
9418,112,bike,full_service,8
29091,30,bike,repair,53
19827,6,car,wash,43
26303,2,car,full_service,22
15419,50,car,wash,64
29262,55,car,wash,14
12814,72,bike,full_service,27
2036,9,bike,repair,72
11024,60,bike,wash,63
11932,49,bike,repair,87
26068,121,car,full_service,11
8435,0,bike,repair,17
2548,37,bike,repair,7
26719,78,bike,full_service,44
6065,88,car,repair,15
23880,81,car,wash,84
23567,66,car,wash,88
21341,16,bike,wash,55
4407,126,car,repair,27
1639,111,car,wash,36
1172,135,car,repair,45
6666,59,car,repair,46
5354,39,car,repair,42
21343,88,car,repair,71
26092,40,bike,full_service,76
26098,139,bike,wash,82
11109,114,car,wash,76
3886,99,bike,repair,79
3164,116,car,full_service,46
27505,88,bike,repair,47
4945,92,car,wash,37
22619,138,bike,wash,83
11401,59,car,full_service,41
8746,67,car,repair,82
12975,77,bike,full_service,61
19974,45,car,repair,68
8754,37,bike,full_service,68
16596,16,car,wash,64
22318,65,car,full_service,56
21460,35,car,wash,76
6185,73,car,wash,72
2093,6,bike,repair,86
4880,15,bike,full_service,31
11686,13,bike,full_service,63
23943,79,bike,full_service,23
11771,24,bike,full_service,7
11680,104,car,repair,77
3785,3,car,repair,43
23449,126,bike,repair,70
15799,55,car,wash,77
17280,5,bike,wash,60
7539,128,car,wash,10
28334,128,bike,repair,32
18958,114,car,wash,52
17016,56,car,full_service,52
23060,64,bike,wash,71
15730,64,car,repair,58
11565,102,bike,repair,20
9060,20,car,repair,39
4990,32,bike,repair,79
22594,21,car,full_service,34
22229,109,bike,wash,52
26669,3,car,wash,73
18573,139,car,repair,12
20073,73,bike,wash,55
5095,118,bike,full_service,14
15549,92,bike,repair,32
19259,64,bike,wash,40
25152,64,car,wash,64
20790,9,car,wash,14
10979,145,car,wash,18
21316,46,car,repair,67
27183,65,car,repair,51
29324,48,bike,full_service,73
25624,21,bike,repair,60
6408,85,bike,wash,10
21245,25,bike,wash,23
14937,136,bike,wash,56
24790,148,car,full_service,66
27756,94,car,repair,53
28622,106,bike,repair,82
3833,133,bike,repair,15
6285,13,bike,wash,50
10589,70,car,wash,73
15708,74,bike,wash,49
15116,119,bike,full_service,62
8645,111,bike,full_service,36
13018,50,car,wash,14
26407,129,bike,full_service,17
11889,142,car,full_service,17
5777,35,bike,full_service,40
16994,117,bike,repair,77
3735,3,car,full_service,23
14611,5,car,wash,11
25657,109,bike,repair,19
25662,98,bike,full_service,85
7368,121,car,wash,50
27639,116,car,full_service,82
18205,95,bike,wash,52
24909,66,car,wash,70
1162,119,car,full_service,82
8777,14,bike,full_service,8
29315,16,bike,repair,7
15849,17,bike,full_service,7
27973,114,car,wash,79
19316,146,bike,repair,73
28304,75,bike,wash,32
4535,87,car,wash,27
23340,90,bike,full_service,34
20830,47,car,wash,66
14403,14,car,full_service,55
15516,122,bike,wash,45
20174,126,bike,repair,68
20091,97,car,full_service,47
8959,83,bike,repair,80
4933,40,car,full_service,62
4385,95,car,repair,63
24020,67,bike,full_service,44
1922,4,bike,repair,50
25473,52,car,repair,66
11367,121,car,full_service,53
14737,135,bike,full_service,83
27158,21,car,wash,27
1564,105,car,wash,48
20642,6,car,full_service,48
11789,149,bike,full_service,23
3500,45,car,repair,48
21950,29,car,repair,15
26563,125,bike,wash,64
7881,100,car,wash,42
4636,143,car,wash,7
23414,78,bike,repair,20
1223,132,bike,repair,13
7297,66,bike,repair,45
15895,22,bike,wash,42
1350,73,bike,full_service,73
24698,4,car,wash,69
19312,81,car,repair,39
25127,24,bike,wash,39
25924,7,car,wash,80
29853,148,bike,wash,89
5732,1,car,wash,52
2017,21,car,repair,12
19610,71,car,wash,31
24590,86,bike,repair,13
16229,71,bike,wash,34
8170,67,bike,repair,18
14303,63,car,full_service,27
7207,93,bike,repair,33
13316,18,car,repair,30
3419,127,car,full_service,19
7240,86,bike,full_service,77
2893,81,car,full_service,85
14753,86,car,full_service,77
6322,96,car,full_service,71
12232,51,bike,full_service,20
27644,81,bike,wash,17
25102,96,bike,wash,85
24262,134,car,full_service,28
18509,114,car,repair,66
4117,91,bike,repair,61
5161,0,car,full_service,40
16523,62,bike,wash,64
5042,18,bike,wash,77
5433,30,bike,repair,26
27746,76,bike,full_service,88
15016,120,car,wash,7
26022,23,car,full_service,40
3658,68,car,full_service,86
28938,58,bike,repair,40
11910,113,car,full_service,14
20867,100,bike,full_service,25
3944,11,bike,repair,53
29952,118,bike,wash,13
8210,138,car,full_service,83
25037,96,bike,repair,56
9787,146,car,wash,52
2986,56,car,full_service,64
11942,41,car,wash,54
18458,97,car,repair,43
13161,30,car,full_service,20
21689,1,car,repair,32
29797,31,car,repair,10
29156,137,car,full_service,65
4007,104,bike,repair,10
1969,135,bike,wash,70
9772,74,car,repair,44
3824,104,car,full_service,75
29577,147,car,full_service,66
2211,147,car,wash,32
1229,126,car,full_service,84
21668,8,bike,repair,51
16774,14,car,repair,13
15345,96,car,full_service,56
4185,104,car,wash,19
16011,62,bike,wash,38
17885,20,bike,full_service,24
27708,4,car,repair,82
1048,124,bike,full_service,64
20950,84,bike,full_service,62
16173,112,bike,wash,79
20439,79,bike,repair,71
26264,115,bike,wash,6
17770,96,bike,wash,54
1969,20,bike,repair,18
29036,79,bike,repair,60
26581,38,car,repair,73
15553,120,car,full_service,48
6820,123,bike,repair,50
15292,142,bike,full_service,10
4052,5,car,wash,12
12609,55,car,repair,43
24781,48,bike,full_service,48
3302,91,car,full_service,31
3283,128,bike,full_service,20
16385,64,car,full_service,43
10799,27,bike,wash,5
16620,99,car,repair,55
21750,147,bike,repair,67
1122,71,car,repair,37
24183,64,car,repair,54
10472,50,bike,repair,58
4727,48,bike,repair,31
14732,73,car,full_service,85
25834,11,car,repair,83
26523,103,bike,full_service,23
5958,80,car,wash,32
1524,126,car,full_service,27
10079,13,car,wash,68
9399,33,car,repair,43
28958,47,car,wash,53
28370,60,bike,wash,63
17532,34,car,full_service,24
25385,118,car,full_service,65
17821,64,bike,wash,13
11394,58,bike,wash,27
4749,35,bike,repair,11
12353,146,bike,full_service,35
15009,41,bike,wash,64
29477,68,car,full_service,65
25570,146,car,repair,79
21837,106,car,repair,85
12437,38,bike,wash,30
6336,68,bike,repair,86
5551,11,bike,wash,58
3823,82,car,full_service,35
23112,35,car,full_service,45
13916,125,car,wash,32
28846,62,car,wash,10
16167,75,car,wash,38
9677,81,car,full_service,13
15868,50,bike,full_service,16
9391,42,car,repair,20
13658,33,car,repair,75
19366,96,car,full_service,35
24380,48,car,full_service,37
10663,145,car,wash,11
29919,124,bike,full_service,7
3311,56,car,full_service,24
8225,92,car,repair,9
12565,108,bike,repair,71
11270,4,bike,wash,42
27097,23,car,repair,83
14560,58,car,wash,60
17988,37,car,full_service,27
25559,9,car,full_service,6
29424,125,car,wash,25
28918,10,bike,repair,82
16965,23,bike,repair,18
6785,87,car,full_service,66
26993,113,car,repair,15
21981,20,bike,wash,8
25143,147,bike,full_service,51
13067,9,car,repair,24
24916,142,car,full_service,56
28509,133,car,full_service,20
9740,65,car,repair,49
14653,121,car,wash,12
18222,131,car,repair,66
4815,22,bike,repair,88
18231,12,bike,repair,25
5709,15,bike,repair,68
5507,40,bike,repair,34
7575,0,car,repair,40
5773,110,bike,wash,9
13446,11,bike,full_service,89
21852,118,car,wash,42
11464,19,bike,repair,23
16864,35,car,wash,78
22576,78,car,full_service,31
4320,149,bike,wash,17
11750,107,bike,repair,13
5698,95,bike,full_service,21
21695,58,car,repair,48
27572,19,bike,repair,49
21057,125,car,full_service,46
18948,96,bike,full_service,55
29594,142,car,repair,87
19224,61,bike,wash,62
7058,130,bike,full_service,62
24515,92,car,wash,34
28867,90,bike,wash,9
28463,132,bike,full_service,12
1726,122,car,wash,41
26820,85,bike,full_service,51
29036,117,bike,full_service,49
7697,25,car,full_service,9
12910,117,bike,full_service,67
10257,0,car,wash,51
13963,6,bike,wash,29
17666,75,bike,full_service,54
2081,86,car,full_service,49
21269,93,bike,full_service,34
20265,60,car,full_service,52
11776,28,car,repair,55
15196,94,bike,wash,59
20354,17,car,wash,59
10344,40,bike,full_service,50
16958,146,car,repair,35
24369,131,bike,repair,38
12689,40,bike,repair,78
18331,122,car,full_service,72
5760,142,bike,repair,37
27293,142,bike,full_service,60
14436,21,bike,repair,62
1066,145,car,full_service,61
26212,79,bike,full_service,21
25889,129,bike,wash,15
28973,35,car,full_service,75
1564,19,bike,repair,85
27177,143,car,wash,21
26401,66,car,repair,14
14393,119,bike,full_service,30
4670,54,car,wash,10
26601,65,bike,full_service,85
3251,25,bike,full_service,20
13949,129,bike,repair,8
1804,55,car,repair,66
28027,33,car,repair,88
22015,55,bike,wash,68
10583,54,bike,repair,60
18619,19,car,full_service,79
24104,49,bike,wash,27
13224,83,car,repair,37
28856,52,car,repair,35
24290,141,bike,repair,11
7016,110,bike,full_service,9
14036,111,bike,repair,41
20933,68,car,full_service,5
13392,1,car,wash,74
8938,15,car,repair,49
5141,93,car,full_service,51
24350,44,bike,repair,72
10546,125,car,repair,34
6335,23,bike,wash,85
6077,114,car,wash,64
14247,122,car,full_service,28
6611,138,bike,full_service,35
27412,77,car,full_service,32
9089,116,bike,wash,49
3892,79,car,full_service,8
28072,49,bike,wash,65
28159,84,car,wash,43
28134,3,car,repair,87
6577,60,bike,repair,28
21002,110,bike,full_service,75
18943,77,bike,wash,50
7683,82,car,wash,57
2507,132,car,wash,52
17335,99,car,repair,13
29647,145,car,wash,26
3063,30,car,full_service,6
21026,118,car,full_service,20
3000,93,bike,repair,9
16566,148,car,full_service,16
2294,29,car,wash,56
16096,54,bike,wash,30
5065,104,bike,full_service,19
15090,40,bike,repair,71
28328,73,bike,wash,77
25398,76,bike,wash,63
27329,84,car,repair,43
29786,103,car,wash,67
18987,78,bike,full_service,29
18706,83,bike,full_service,45
23340,132,car,repair,32
19825,123,bike,repair,25
18482,31,car,full_service,65
22457,5,car,repair,61
27081,93,bike,full_service,15
10318,25,car,repair,23
9488,36,car,full_service,79
12241,12,car,wash,5
11417,92,car,wash,36
16574,24,bike,full_service,89
16302,140,bike,wash,81
15650,19,bike,full_service,38
14350,71,bike,repair,21
29930,148,bike,wash,59
21171,114,car,wash,23
3096,126,car,wash,78
12801,25,car,full_service,46
19592,53,car,wash,63
23372,138,bike,repair,77
17559,124,bike,wash,79
8169,10,car,repair,42
14288,26,bike,wash,35
23398,93,car,wash,70
11694,82,car,repair,73
13191,33,bike,wash,54
19051,37,bike,repair,34
29947,86,bike,repair,39
11737,64,car,repair,63
26251,130,bike,wash,21
19207,141,car,wash,70
6147,51,bike,repair,84
18740,29,car,wash,25
20456,112,bike,full_service,56
20643,142,car,repair,69
7199,141,car,repair,18
1546,7,bike,full_service,20
6231,71,car,full_service,59
8965,146,bike,repair,13
19467,31,bike,full_service,12
3040,94,bike,repair,77
21918,40,car,wash,38
2752,74,bike,full_service,37
27191,44,car,repair,11
2849,12,bike,repair,86
3642,18,bike,repair,25
2600,52,car,full_service,9
28972,136,car,wash,75
14951,2,bike,wash,16
21786,95,car,full_service,63
12797,135,bike,repair,85
21183,13,car,repair,62
18002,119,car,repair,41
2132,130,bike,full_service,87
6491,12,car,full_service,49
6795,71,bike,repair,84
27691,145,bike,repair,29
11531,81,car,repair,31
11931,56,bike,full_service,55
29852,6,car,full_service,46
8633,111,car,wash,75
18871,47,bike,repair,46
25232,79,car,repair,64
6009,118,bike,wash,76
27133,119,bike,repair,83
3113,59,car,wash,62
2044,32,car,full_service,84
14923,114,bike,wash,76
3431,127,bike,wash,85
25363,2,bike,full_service,26
14926,3,car,repair,62
2582,99,car,wash,15
15374,3,bike,wash,10
2308,41,car,repair,26
22301,8,bike,wash,82
9793,50,car,full_service,16
2620,144,bike,wash,31
24887,144,bike,repair,5
5766,96,bike,repair,68
22746,19,bike,wash,78
6192,141,bike,repair,84
7622,21,bike,repair,43
7093,26,car,wash,64
24088,42,bike,wash,74
17484,130,bike,repair,58
24041,93,bike,wash,29
23259,7,bike,full_service,24
21655,85,bike,wash,40
1237,88,car,repair,27
24610,137,bike,full_service,84
25416,112,bike,repair,5
22602,20,bike,repair,31
21409,8,bike,full_service,56
12110,147,car,wash,6
7073,35,car,repair,25
3542,35,bike,wash,13
16282,72,bike,wash,52
11195,149,car,full_service,43
2537,0,bike,repair,46
18138,68,car,full_service,75
12560,36,bike,full_service,49
27834,71,car,repair,6
14434,106,car,repair,80
8396,95,bike,full_service,81
29241,140,bike,full_service,71
25207,83,bike,full_service,47
22891,42,bike,repair,22
21619,36,car,repair,43
17924,24,car,full_service,10
22894,148,bike,repair,46
25845,72,car,repair,56
25310,41,bike,repair,31
6131,1,bike,wash,83
29036,135,bike,wash,19
28984,95,car,full_service,23
9697,60,bike,wash,66
18513,13,car,full_service,68
11271,112,bike,full_service,55
4145,76,car,repair,51
28818,20,car,full_service,61
14100,63,car,full_service,24
25937,56,car,full_service,24
21104,118,bike,full_service,86
27032,51,car,repair,68
5067,94,car,repair,42
5195,145,bike,full_service,42
27257,139,car,wash,69
10244,88,bike,wash,80
8281,9,car,full_service,9
3509,51,bike,repair,68
22400,33,car,full_service,31
16502,114,car,full_service,24
7533,135,car,repair,64
22111,124,car,wash,44
18065,149,bike,full_service,87
15670,42,car,repair,83
4932,28,bike,repair,10
15595,105,bike,full_service,77
27705,119,bike,repair,40
14041,80,bike,full_service,78
6560,30,car,wash,69
5016,127,car,full_service,15
24723,37,car,wash,53
28878,100,car,repair,88
1719,131,car,full_service,32
1074,129,car,repair,26
26869,11,bike,full_service,88
27498,34,bike,repair,51
21541,109,car,wash,84
14161,71,car,full_service,70
25895,148,car,repair,29
3149,109,bike,full_service,71
27028,60,car,full_service,36
15033,47,car,wash,21
27131,142,car,repair,44
24097,70,bike,full_service,88
5207,142,bike,full_service,34
28608,133,car,full_service,63
24525,67,bike,full_service,32
26036,21,bike,full_service,51
16043,31,bike,repair,27
10078,122,car,full_service,87
12725,21,car,full_service,61
4936,109,bike,full_service,5
10307,14,bike,repair,33
18459,123,bike,full_service,54
21260,43,car,full_service,68
5615,114,bike,wash,85
8265,8,bike,wash,79
23763,33,car,full_service,41
11116,72,bike,full_service,65
16733,142,bike,wash,11
14892,44,car,repair,68
26502,71,bike,repair,22
5652,57,bike,wash,33
24176,114,bike,full_service,64
11473,18,bike,wash,58
10247,15,car,repair,76
24840,74,car,wash,25
22058,105,car,repair,25
17925,135,bike,full_service,62
3161,73,car,full_service,53
19635,17,car,full_service,40
26628,42,bike,repair,21
21953,49,car,wash,84
20128,2,bike,full_service,57
15588,58,bike,repair,19
13061,27,bike,full_service,83
7041,45,car,wash,44
13673,63,car,full_service,85
29733,69,bike,repair,55
22059,46,car,repair,69
2560,141,bike,full_service,17
12954,134,car,full_service,42
18548,105,car,repair,78
16078,80,car,full_service,30
6419,50,car,full_service,80
3722,28,car,full_service,87
11550,112,bike,wash,19
17854,142,car,wash,9
26992,127,car,wash,6
2468,89,car,full_service,82
25309,24,car,repair,69
1808,40,car,full_service,81
25747,68,bike,full_service,64
7719,3,bike,wash,60
29702,104,bike,repair,82
17363,30,car,wash,42
29718,130,car,repair,61
29801,116,bike,full_service,55
11591,89,bike,full_service,45
6073,144,bike,full_service,83
9012,65,bike,repair,74
19029,87,car,wash,87
14892,23,bike,wash,56
9249,98,car,wash,5
18513,104,bike,repair,89
16147,18,car,repair,22
18737,65,car,full_service,31
1767,59,car,wash,76
4895,114,bike,repair,80
26258,14,car,wash,46
20838,84,car,wash,10
11200,87,bike,repair,84
8329,6,bike,repair,87
16332,5,bike,full_service,86
15621,124,bike,full_service,28
12334,32,bike,full_service,49
19174,57,bike,wash,88
27053,144,car,wash,75
1885,109,car,full_service,11
8734,41,bike,wash,20
4906,93,bike,wash,62
5492,128,car,wash,61
10730,78,car,wash,46
3073,94,car,repair,18
17696,110,bike,repair,60
7269,96,car,full_service,16
22701,118,car,full_service,19
18194,68,bike,wash,12
